time,A,B,S
                2962,  1, 1, 8
                2964,  1, 1, 8
                2966,  1, 1, 8
                2968,  1, 1, 8
                2970,  1, 1, 8
                2972,  1, 1, 8
                2974,  1, 1, 8
                2976,  1, 1, 8
                2978,  1, 1, 8
                2980,  1, 1, 0
                2982,  1, 1, 0
                2984,  1, 1, 0
                2986,  1, 1, 0
                2988,  1, 1, 0
                2990,  1, 1, 0
                2992,  1, 1, 0
                2994,  1, 1, 0
                2996,  1, 1, 0
                2998,  1, 1, 0
                3000,  1, 1, 0
                3002,  1, 1, 0
                3004,  1, 1, 0
                3006,  1, 1, 0
                3008,  1, 1, 0
                3010,  1, 1,13
                3012,  1, 1,13
                3014,  1, 1,13
                3016,  1, 1,13
                3018,  1, 1,13
                3020,  1, 1, 4
                3022,  1, 1, 4
                3024,  1, 1, 4
                3026,  1, 1, 4
                3028,  1, 1, 4
                3030,  1, 1, 4
                3032,  1, 1, 4
                3034,  1, 1, 4
                3036,  1, 1, 4
                3038,  1, 1, 4
                3040,  1, 1,13
                3042,  1, 1,13
                3044,  1, 1,13
                3046,  1, 1,13
                3048,  1, 1,13
                3050,  1, 1, 4
                3052,  1, 1, 4
                3054,  1, 1, 4
                3056,  1, 1, 4
                3058,  1, 1, 4
                3060,  1, 1, 2
                3062,  1, 1, 2
                3064,  1, 1, 2
                3066,  1, 1, 2
                3068,  1, 1, 2
                3070,  1, 1,15
                3072,  1, 1,15
                3074,  1, 1,15
                3076,  1, 1,15
                3078,  1, 1,15
                3080,  1, 1, 1
                3082,  1, 1, 1
                3084,  1, 1, 1
                3086,  1, 1, 1
                3088,  1, 1, 1
                3090,  1, 1, 1
                3092,  1, 1, 1
                3094,  1, 1, 1
                3096,  1, 1, 1
                3098,  1, 1, 1
                3100,  1, 1, 1
                3102,  1, 1, 1
                3104,  1, 1, 1
                3106,  1, 1, 1
                3108,  1, 1, 1
                3110,  1, 1, 1
                3112,  1, 1, 1
                3114,  1, 1, 1
                3116,  1, 1, 1
                3118,  1, 1, 1
                3120,  1, 1, 1
                3122,  1, 1, 1
                3124,  1, 1, 1
                3126,  1, 1, 1
                3128,  1, 1, 1
                3130,  1, 1, 1
                3132,  1, 1, 1
                3134,  1, 1, 1
                3136,  1, 1, 1
                3138,  1, 1, 1
                3140,  1, 1, 1
                3142,  1, 1, 1
                3144,  1, 1, 1
                3146,  1, 1, 1
                3148,  1, 1, 1
                3150,  1, 1,15
                3152,  1, 1,15
                3154,  1, 1,15
                3156,  1, 1,15
                3158,  1, 1,15
                3160,  1, 1,15
                3162,  1, 1,15
                3164,  1, 1,15
                3166,  1, 1,15
                3168,  1, 1,15
                3170,  1, 1, 1
                3172,  1, 1, 1
                3174,  1, 1, 1
                3176,  1, 1, 1
                3178,  1, 1, 1
                3180,  1, 1, 0
                3182,  1, 1, 0
                3184,  1, 1, 0
                3186,  1, 1, 0
                3188,  1, 1, 0
                3190,  1, 1, 4
                3192,  1, 1, 4
                3194,  1, 1, 4
                3196,  1, 1, 4
                3198,  1, 1, 4
                3200,  1, 1, 4
                3202,  1, 1, 4
                3204,  1, 1, 4
                3206,  1, 1, 4
                3208,  1, 1, 4
                3210,  1, 1, 2
                3212,  1, 1, 2
                3214,  1, 1, 2
                3216,  1, 1, 2
                3218,  1, 1, 2
                3220,  1, 1, 2
                3222,  1, 1, 2
                3224,  1, 1, 2
                3226,  1, 1, 2
                3228,  1, 1, 2
                3230,  1, 1, 2
                3232,  1, 1, 2
                3234,  1, 1, 2
                3236,  1, 1, 2
                3238,  1, 1, 2
                3240,  1, 1, 0
                3242,  1, 1, 0
                3244,  1, 1, 0
                3246,  1, 1, 0
                3248,  1, 1, 0
                3250,  1, 1, 2
                3252,  1, 1, 2
                3254,  1, 1, 2
                3256,  1, 1, 2
                3258,  1, 1, 2
                3260,  1, 1, 2
                3262,  1, 1, 2
                3264,  1, 1, 2
                3266,  1, 1, 2
                3268,  1, 1, 2
                3270,  1, 1, 2
                3272,  1, 1, 2
                3274,  1, 1, 2
                3276,  1, 1, 2
                3278,  1, 1, 2
                3280,  1, 1,15
                3282,  1, 1,15
                3284,  1, 1,15
                3286,  1, 1,15
                3288,  1, 1,15
                3290,  1, 1, 2
                3292,  1, 1, 2
                3294,  1, 1, 2
                3296,  1, 1, 2
                3298,  1, 1, 2
                3300,  1, 1, 2
                3302,  1, 1, 2
                3304,  1, 1, 2
                3306,  1, 1, 2
                3308,  1, 1, 2
                3310,  1, 1, 2
                3312,  1, 1, 2
                3314,  1, 1, 2
                3316,  1, 1, 2
                3318,  1, 1, 2
                3320,  1, 1, 2
                3322,  1, 1, 2
                3324,  1, 1, 2
                3326,  1, 1, 2
                3328,  1, 1, 2
                3330,  1, 1, 2
                3332,  1, 1, 2
                3334,  1, 1, 2
                3336,  1, 1, 2
                3338,  1, 1, 2
                3340,  1, 1, 2
                3342,  1, 1, 2
                3344,  1, 1, 2
                3346,  1, 1, 2
                3348,  1, 1, 2
                3350,  1, 1, 2
                3352,  1, 1, 2
                3354,  1, 1, 2
                3356,  1, 1, 2
                3358,  1, 1, 2
                3360,  1, 1, 2
                3362,  1, 1, 2
                3364,  1, 1, 2
                3366,  1, 1, 2
                3368,  1, 1, 2
                3370,  1, 1, 2
                3372,  1, 1, 2
                3374,  1, 1, 2
                3376,  1, 1, 2
                3378,  1, 1, 2
                3380,  1, 1,15
                3382,  1, 1,15
                3384,  1, 1,15
                3386,  1, 1,15
                3388,  1, 1,15
                3390,  1, 1, 1
                3392,  1, 1, 1
                3394,  1, 1, 1
                3396,  1, 1, 1
                3398,  1, 1, 1
                3400,  1, 1, 1
                3402,  1, 1, 1
                3404,  1, 1, 1
                3406,  1, 1, 1
                3408,  1, 1, 1
                3410,  1, 1, 2
                3412,  1, 1, 2
                3414,  1, 1, 2
                3416,  1, 1, 2
                3418,  1, 1, 2
                3420,  1, 1, 2
                3422,  1, 1, 2
                3424,  1, 1, 2
                3426,  1, 1, 2
                3428,  1, 1, 2
                3430,  1, 1, 2
                3432,  1, 1, 2
                3434,  1, 1, 2
                3436,  1, 1, 2
                3438,  1, 1, 2
                3440,  1, 1, 0
                3442,  1, 1, 0
                3444,  1, 1, 0
                3446,  1, 1, 0
                3448,  1, 1, 0
                3450,  1, 1, 2
                3452,  1, 1, 2
                3454,  1, 1, 2
                3456,  1, 1, 2
                3458,  1, 1, 2
                3460,  1, 1, 2
                3462,  1, 1, 2
                3464,  1, 1, 2
                3466,  1, 1, 2
                3468,  1, 1, 2
                3470,  1, 1, 2
                3472,  1, 1, 2
                3474,  1, 1, 2
                3476,  1, 1, 2
                3478,  1, 1, 2
                3480,  1, 1, 0
                3482,  1, 1, 0
                3484,  1, 1, 0
                3486,  1, 1, 0
                3488,  1, 1, 0
                3490,  1, 1, 4
                3492,  1, 1, 4
                3494,  1, 1, 4
                3496,  1, 1, 4
                3498,  1, 1, 4
                3500,  1, 1,15
                3502,  1, 1,15
                3504,  1, 1,15
                3506,  1, 1,15
                3508,  1, 1,15
                3510,  1, 1, 1
                3512,  1, 1, 1
                3514,  1, 1, 1
                3516,  1, 1, 1
                3518,  1, 1, 1
                3520,  1, 1, 2
                3522,  1, 1, 2
                3524,  1, 1, 2
                3526,  1, 1, 2
                3528,  1, 1, 2
                3530,  1, 1, 2
                3532,  1, 1, 2
                3534,  1, 1, 2
                3536,  1, 1, 2
                3538,  1, 1, 2
                3540,  1, 1, 2
                3542,  1, 1, 2
                3544,  1, 1, 2
                3546,  1, 1, 2
                3548,  1, 1, 2
                3550,  1, 1, 2
                3552,  1, 1, 2
                3554,  1, 1, 2
                3556,  1, 1, 2
                3558,  1, 1, 2
                3560,  1, 1, 2
                3562,  1, 1, 2
                3564,  1, 1, 2
                3566,  1, 1, 2
                3568,  1, 1, 2
                3570,  1, 1, 0
                3572,  1, 1, 0
                3574,  1, 1, 0
                3576,  1, 1, 0
                3578,  1, 1, 0
                3580,  1, 1, 4
                3582,  1, 1, 4
                3584,  1, 1, 4
                3586,  1, 1, 4
                3588,  1, 1, 4
                3590,  1, 1, 4
                3592,  1, 1, 4
                3594,  1, 1, 4
                3596,  1, 1, 4
                3598,  1, 1, 4
                3600,  1, 1,13
                3602,  1, 1,13
                3604,  1, 1,13
                3606,  1, 1,13
                3608,  1, 1,13
                3610,  1, 1, 1
                3612,  1, 1, 1
                3614,  1, 1, 1
                3616,  1, 1, 1
                3618,  1, 1, 1
                3620,  1, 1, 1
                3622,  1, 1, 1
                3624,  1, 1, 1
                3626,  1, 1, 1
                3628,  1, 1, 1
                3630,  1, 1,15
                3632,  1, 1,15
                3634,  1, 1,15
                3636,  1, 1,15
                3638,  1, 1,15
                3640,  1, 1, 1
                3642,  1, 1, 1
                3644,  1, 1, 1
                3646,  1, 1, 1
                3648,  1, 1, 1
                3650,  1, 1, 1
                3652,  1, 1, 1
                3654,  1, 1, 1
                3656,  1, 1, 1
                3658,  1, 1, 1
                3660,  1, 1, 2
                3662,  1, 1, 2
                3664,  1, 1, 2
                3666,  1, 1, 2
                3668,  1, 1, 2
                3670,  1, 1,15
                3672,  1, 1,15
                3674,  1, 1,15
                3676,  1, 1,15
                3678,  1, 1,15
                3680,  1, 1, 2
                3682,  1, 1, 2
                3684,  1, 1, 2
                3686,  1, 1, 2
                3688,  1, 1, 2
                3690,  1, 1, 2
                3692,  1, 1, 2
                3694,  1, 1, 2
                3696,  1, 1, 2
                3698,  1, 1, 2
                3700,  1, 1, 2
                3702,  1, 1, 2
                3704,  1, 1, 2
                3706,  1, 1, 2
                3708,  1, 1, 2
                3710,  1, 1,15
                3712,  1, 1,15
                3714,  1, 1,15
                3716,  1, 1,15
                3718,  1, 1,15
                3720,  1, 1, 1
                3722,  1, 1, 1
                3724,  1, 1, 1
                3726,  1, 1, 1
                3728,  1, 1, 1
                3730,  1, 1, 0
                3732,  1, 1, 0
                3734,  1, 1, 0
                3736,  1, 1, 0
                3738,  1, 1, 0
                3740,  1, 1, 2
                3742,  1, 1, 2
                3744,  1, 1, 2
                3746,  1, 1, 2
                3748,  1, 1, 2
                3750,  1, 1, 2
                3752,  1, 1, 2
                3754,  1, 1, 2
                3756,  1, 1, 2
                3758,  1, 1, 2
                3760,  1, 1, 2
                3762,  1, 1, 2
                3764,  1, 1, 2
                3766,  1, 1, 2
                3768,  1, 1, 2
                3770,  1, 1, 0
                3772,  1, 1, 0
                3774,  1, 1, 0
                3776,  1, 1, 0
                3778,  1, 1, 0
                3780,  1, 1, 0
                3782,  1, 1, 0
                3784,  1, 1, 0
                3786,  1, 1, 0
                3788,  1, 1, 0
                3790,  1, 1, 8
                3792,  1, 1, 8
                3794,  1, 1, 8
                3796,  1, 1, 8
                3798,  1, 1, 8
                3800,  1, 1, 2
                3802,  1, 1, 2
                3804,  1, 1, 2
                3806,  1, 1, 2
                3808,  1, 1, 2
                3810,  1, 1, 2
                3812,  1, 1, 2
                3814,  1, 1, 2
                3816,  1, 1, 2
                3818,  1, 1, 2
                3820,  1, 1, 2
                3822,  1, 1, 2
                3824,  1, 1, 2
                3826,  1, 1, 2
                3828,  1, 1, 2
                3830,  1, 1, 2
                3832,  1, 1, 2
                3834,  1, 1, 2
                3836,  1, 1, 2
                3838,  1, 1, 2
                3840,  1, 1, 2
                3842,  1, 1, 2
                3844,  1, 1, 2
                3846,  1, 1, 2
                3848,  1, 1, 2
                3850,  1, 1, 2
                3852,  1, 1, 2
                3854,  1, 1, 2
                3856,  1, 1, 2
                3858,  1, 1, 2
                3860,  1, 1,15
                3862,  1, 1,15
                3864,  1, 1,15
                3866,  1, 1,15
                3868,  1, 1,15
                3870,  1, 1,15
                3872,  1, 1,15
                3874,  1, 1,15
                3876,  1, 1,15
                3878,  1, 1,15
                3880,  1, 1, 1
                3882,  1, 1, 1
                3884,  1, 1, 1
                3886,  1, 1, 1
                3888,  1, 1, 1
                3890,  1, 1, 2
                3892,  1, 1, 2
                3894,  1, 1, 2
                3896,  1, 1, 2
                3898,  1, 1, 2
                3900,  1, 1, 2
                3902,  1, 1, 2
                3904,  1, 1, 2
                3906,  1, 1, 2
                3908,  1, 1, 2
                3910,  1, 1, 2
                3912,  1, 1, 2
                3914,  1, 1, 2
                3916,  1, 1, 2
                3918,  1, 1, 2
                3920,  1, 1, 2
                3922,  1, 1, 2
                3924,  1, 1, 2
                3926,  1, 1, 2
                3928,  1, 1, 2
                3930,  1, 1, 2
                3932,  1, 1, 2
                3934,  1, 1, 2
                3936,  1, 1, 2
                3938,  1, 1, 2
                3940,  1, 1,15
                3942,  1, 1,15
                3944,  1, 1,15
                3946,  1, 1,15
                3948,  1, 1,15
                3950,  1, 1, 2
                3952,  1, 1, 2
                3954,  1, 1, 2
                3956,  1, 1, 2
                3958,  1, 1, 2
                3960,  1, 1, 2
                3962,  1, 1, 2
                3964,  1, 1, 2
                3966,  1, 1, 2
                3968,  1, 1, 2
                3970,  1, 1, 2
                3972,  1, 1, 2
                3974,  1, 1, 2
                3976,  1, 1, 2
                3978,  1, 1, 2
                3980,  1, 1, 2
                3982,  1, 1, 2
                3984,  1, 1, 2
                3986,  1, 1, 2
                3988,  1, 1, 2
                3990,  1, 1, 2
                3992,  1, 1, 2
                3994,  1, 1, 2
                3996,  1, 1, 2
                3998,  1, 1, 2
                4000,  1, 1, 2
                4002,  1, 1, 2
                4004,  1, 1, 2
                4006,  1, 1, 2
                4008,  1, 1, 2
                4010,  1, 1, 2
                4012,  1, 1, 2
                4014,  1, 1, 2
                4016,  1, 1, 2
                4018,  1, 1, 2
                4020,  1, 1, 2
                4022,  1, 1, 2
                4024,  1, 1, 2
                4026,  1, 1, 2
                4028,  1, 1, 2
                4030,  1, 1, 2
                4032,  1, 1, 2
                4034,  1, 1, 2
                4036,  1, 1, 2
                4038,  1, 1, 2
                4040,  1, 1, 2
                4042,  1, 1, 2
                4044,  1, 1, 2
                4046,  1, 1, 2
                4048,  1, 1, 2
                4050,  1, 1, 2
                4052,  1, 1, 2
                4054,  1, 1, 2
                4056,  1, 1, 2
                4058,  1, 1, 2
                4060,  1, 1, 2
                4062,  1, 1, 2
                4064,  1, 1, 2
                4066,  1, 1, 2
                4068,  1, 1, 2
                4070,  1, 1, 2
                4072,  1, 1, 2
                4074,  1, 1, 2
                4076,  1, 1, 2
                4078,  1, 1, 2
                4080,  1, 1, 2
                4082,  1, 1, 2
                4084,  1, 1, 2
                4086,  1, 1, 2
                4088,  1, 1, 2
                4090,  1, 1, 2
                4092,  1, 1, 2
                4094,  1, 1, 2
                4096,  1, 1, 2
                4098,  1, 1, 2
                4100,  1, 1, 2
                4102,  1, 1, 2
                4104,  1, 1, 2
                4106,  1, 1, 2
                4108,  1, 1, 2
                4110,  1, 1, 2
                4112,  1, 1, 2
                4114,  1, 1, 2
                4116,  1, 1, 2
                4118,  1, 1, 2
                4120,  1, 1, 2
                4122,  1, 1, 2
                4124,  1, 1, 2
                4126,  1, 1, 2
                4128,  1, 1, 2
                4130,  1, 1, 2
                4132,  1, 1, 2
                4134,  1, 1, 2
                4136,  1, 1, 2
                4138,  1, 1, 2
                4140,  1, 1, 2
                4142,  1, 1, 2
                4144,  1, 1, 2
                4146,  1, 1, 2
                4148,  1, 1, 2
                4150,  1, 1, 2
                4152,  1, 1, 2
                4154,  1, 1, 2
                4156,  1, 1, 2
                4158,  1, 1, 2
                4160,  1, 1,15
                4162,  1, 1,15
                4164,  1, 1,15
                4166,  1, 1,15
                4168,  1, 1,15
                4170,  1, 1, 1
                4172,  1, 1, 1
                4174,  1, 1, 1
                4176,  1, 1, 1
                4178,  1, 1, 1
                4180,  1, 1, 0
                4182,  1, 1, 0
                4184,  1, 1, 0
                4186,  1, 1, 0
                4188,  1, 1, 0
                4190,  1, 1, 4
                4192,  1, 1, 4
                4194,  1, 1, 4
                4196,  1, 1, 4
                4198,  1, 1, 4
                4200,  1, 1,13
                4202,  1, 1,13
                4204,  1, 1,13
                4206,  1, 1,13
                4208,  1, 1,13
                4210,  1, 1, 4
                4212,  1, 1, 4
                4214,  1, 1, 4
                4216,  1, 1, 4
                4218,  1, 1, 4
                4220,  1, 1, 2
                4222,  1, 1, 2
                4224,  1, 1, 2
                4226,  1, 1, 2
                4228,  1, 1, 2
                4230,  1, 1, 2
                4232,  1, 1, 2
                4234,  1, 1, 2
                4236,  1, 1, 2
                4238,  1, 1, 2
                4240,  1, 1, 2
                4242,  1, 1, 2
                4244,  1, 1, 2
                4246,  1, 1, 2
                4248,  1, 1, 2
                4250,  1, 1, 2
                4252,  1, 1, 2
                4254,  1, 1, 2
                4256,  1, 1, 2
                4258,  1, 1, 2
                4260,  1, 1, 2
                4262,  1, 1, 2
                4264,  1, 1, 2
                4266,  1, 1, 2
                4268,  1, 1, 2
                4270,  1, 1, 0
                4272,  1, 1, 0
                4274,  1, 1, 0
                4276,  1, 1, 0
                4278,  1, 1, 0
                4280,  1, 1,13
                4282,  1, 1,13
                4284,  1, 1,13
                4286,  1, 1,13
                4288,  1, 1,13
                4290,  1, 1, 1
                4292,  1, 1, 1
                4294,  1, 1, 1
                4296,  1, 1, 1
                4298,  1, 1, 1
                4300,  1, 1, 1
                4302,  1, 1, 1
                4304,  1, 1, 1
                4306,  1, 1, 1
                4308,  1, 1, 1
                4310,  1, 1, 1
                4312,  1, 1, 1
                4314,  1, 1, 1
                4316,  1, 1, 1
                4318,  1, 1, 1
                4320,  1, 1,15
                4322,  1, 1,15
                4324,  1, 1,15
                4326,  1, 1,15
                4328,  1, 1,15
                4330,  1, 1,15
                4332,  1, 1,15
                4334,  1, 1,15
                4336,  1, 1,15
                4338,  1, 1,15
                4340,  1, 1, 1
                4342,  1, 1, 1
                4344,  1, 1, 1
                4346,  1, 1, 1
                4348,  1, 1, 1
                4350,  1, 1, 2
                4352,  1, 1, 2
                4354,  1, 1, 2
                4356,  1, 1, 2
                4358,  1, 1, 2
                4360,  1, 1, 0
                4362,  1, 1, 0
                4364,  1, 1, 0
                4366,  1, 1, 0
                4368,  1, 1, 0
                4370,  1, 1, 2
                4372,  1, 1, 2
                4374,  1, 1, 2
                4376,  1, 1, 2
                4378,  1, 1, 2
                4380,  1, 1, 0
                4382,  1, 1, 0
                4384,  1, 1, 0
                4386,  1, 1, 0
                4388,  1, 1, 0
                4390,  1, 1, 2
                4392,  1, 1, 2
                4394,  1, 1, 2
                4396,  1, 1, 2
                4398,  1, 1, 2
                4400,  1, 1, 2
                4402,  1, 1, 2
                4404,  1, 1, 2
                4406,  1, 1, 2
                4408,  1, 1, 2
                4410,  1, 1, 2
                4412,  1, 1, 2
                4414,  1, 1, 2
                4416,  1, 1, 2
                4418,  1, 1, 2
                4420,  1, 1,15
                4422,  1, 1,15
                4424,  1, 1,15
                4426,  1, 1,15
                4428,  1, 1,15
                4430,  1, 1,15
                4432,  1, 1,15
                4434,  1, 1,15
                4436,  1, 1,15
                4438,  1, 1,15
                4440,  1, 1, 1
                4442,  1, 1, 1
                4444,  1, 1, 1
                4446,  1, 1, 1
                4448,  1, 1, 1
                4450,  1, 1,15
                4452,  1, 1,15
                4454,  1, 1,15
                4456,  1, 1,15
                4458,  1, 1,15
                4460,  1, 1, 1
                4462,  1, 1, 1
                4464,  1, 1, 1
                4466,  1, 1, 1
                4468,  1, 1, 1
                4470,  1, 1, 1
                4472,  1, 1, 1
                4474,  1, 1, 1
                4476,  1, 1, 1
                4478,  1, 1, 1
                4480,  1, 1, 1
                4482,  1, 1, 1
                4484,  1, 1, 1
                4486,  1, 1, 1
                4488,  1, 1, 1
                4490,  1, 1, 1
                4492,  1, 1, 1
                4494,  1, 1, 1
                4496,  1, 1, 1
                4498,  1, 1, 1
                4500,  1, 1, 2
                4502,  1, 1, 2
                4504,  1, 1, 2
                4506,  1, 1, 2
                4508,  1, 1, 2
                4510,  1, 1, 2
                4512,  1, 1, 2
                4514,  1, 1, 2
                4516,  1, 1, 2
                4518,  1, 1, 2
                4520,  1, 1, 2
                4522,  1, 1, 2
                4524,  1, 1, 2
                4526,  1, 1, 2
                4528,  1, 1, 2
                4530,  1, 1,15
                4532,  1, 1,15
                4534,  1, 1,15
                4536,  1, 1,15
                4538,  1, 1,15
                4540,  1, 1, 1
                4542,  1, 1, 1
                4544,  1, 1, 1
                4546,  1, 1, 1
                4548,  1, 1, 1
                4550,  1, 1, 0
                4552,  1, 1, 0
                4554,  1, 1, 0
                4556,  1, 1, 0
                4558,  1, 1, 0
                4560,  1, 1, 2
                4562,  1, 1, 2
                4564,  1, 1, 2
                4566,  1, 1, 2
                4568,  1, 1, 2
                4570,  1, 1, 2
                4572,  1, 1, 2
                4574,  1, 1, 2
                4576,  1, 1, 2
                4578,  1, 1, 2
                4580,  1, 1, 2
                4582,  1, 1, 2
                4584,  1, 1, 2
                4586,  1, 1, 2
                4588,  1, 1, 2
                4590,  1, 1, 2
                4592,  1, 1, 2
                4594,  1, 1, 2
                4596,  1, 1, 2
                4598,  1, 1, 2
                4600,  1, 1, 2
                4602,  1, 1, 2
                4604,  1, 1, 2
                4606,  1, 1, 2
                4608,  1, 1, 2
                4610,  1, 1, 2
                4612,  1, 1, 2
                4614,  1, 1, 2
                4616,  1, 1, 2
                4618,  1, 1, 2
                4620,  1, 1, 2
                4622,  1, 1, 2
                4624,  1, 1, 2
                4626,  1, 1, 2
                4628,  1, 1, 2
                4630,  1, 1, 2
                4632,  1, 1, 2
                4634,  1, 1, 2
                4636,  1, 1, 2
                4638,  1, 1, 2
                4640,  1, 1, 2
                4642,  1, 1, 2
                4644,  1, 1, 2
                4646,  1, 1, 2
                4648,  1, 1, 2
                4650,  1, 1, 2
                4652,  1, 1, 2
                4654,  1, 1, 2
                4656,  1, 1, 2
                4658,  1, 1, 2
                4660,  1, 1, 2
                4662,  1, 1, 2
                4664,  1, 1, 2
                4666,  1, 1, 2
                4668,  1, 1, 2
                4670,  1, 1,15
                4672,  1, 1,15
                4674,  1, 1,15
                4676,  1, 1,15
                4678,  1, 1,15
                4680,  1, 1, 1
                4682,  1, 1, 1
                4684,  1, 1, 1
                4686,  1, 1, 1
                4688,  1, 1, 1
                4690,  1, 1, 1
                4692,  1, 1, 1
                4694,  1, 1, 1
                4696,  1, 1, 1
                4698,  1, 1, 1
                4700,  1, 1, 1
                4702,  1, 1, 1
                4704,  1, 1, 1
                4706,  1, 1, 1
                4708,  1, 1, 1
                4710,  1, 1, 2
                4712,  1, 1, 2
                4714,  1, 1, 2
                4716,  1, 1, 2
                4718,  1, 1, 2
                4720,  1, 1,15
                4722,  1, 1,15
                4724,  1, 1,15
                4726,  1, 1,15
                4728,  1, 1,15
                4730,  1, 1,15
                4732,  1, 1,15
                4734,  1, 1,15
                4736,  1, 1,15
                4738,  1, 1,15
                4740,  1, 1, 2
                4742,  1, 1, 2
                4744,  1, 1, 2
                4746,  1, 1, 2
                4748,  1, 1, 2
                4750,  1, 1, 2
                4752,  1, 1, 2
                4754,  1, 1, 2
                4756,  1, 1, 2
                4758,  1, 1, 2
                4760,  1, 1,15
                4762,  1, 1,15
                4764,  1, 1,15
                4766,  1, 1,15
                4768,  1, 1,15
                4770,  1, 1, 2
                4772,  1, 1, 2
                4774,  1, 1, 2
                4776,  1, 1, 2
                4778,  1, 1, 2
                4780,  1, 1, 2
                4782,  1, 1, 2
                4784,  1, 1, 2
                4786,  1, 1, 2
                4788,  1, 1, 2
                4790,  1, 1, 2
                4792,  1, 1, 2
                4794,  1, 1, 2
                4796,  1, 1, 2
                4798,  1, 1, 2
                4800,  1, 1, 2
                4802,  1, 1, 2
                4804,  1, 1, 2
                4806,  1, 1, 2
                4808,  1, 1, 2
                4810,  1, 1, 0
                4812,  1, 1, 0
                4814,  1, 1, 0
                4816,  1, 1, 0
                4818,  1, 1, 0
                4820,  1, 1, 0
                4822,  1, 1, 0
                4824,  1, 1, 0
                4826,  1, 1, 0
                4828,  1, 1, 0
                4830,  1, 1,15
                4832,  1, 1,15
                4834,  1, 1,15
                4836,  1, 1,15
                4838,  1, 1,15
                4840,  1, 1, 1
                4842,  1, 1, 1
                4844,  1, 1, 1
                4846,  1, 1, 1
                4848,  1, 1, 1
                4850,  1, 1, 2
                4852,  1, 1, 2
                4854,  1, 1, 2
                4856,  1, 1, 2
                4858,  1, 1, 2
                4860,  1, 1, 2
                4862,  1, 1, 2
                4864,  1, 1, 2
                4866,  1, 1, 2
                4868,  1, 1, 2
                4870,  1, 1, 0
                4872,  1, 1, 0
                4874,  1, 1, 0
                4876,  1, 1, 0
                4878,  1, 1, 0
                4880,  1, 1,13
                4882,  1, 1,13
                4884,  1, 1,13
                4886,  1, 1,13
                4888,  1, 1,13
                4890,  1, 1, 0
                4892,  1, 1, 0
                4894,  1, 1, 0
                4896,  1, 1, 0
                4898,  1, 1, 0
                4900,  1, 1, 2
                4902,  1, 1, 2
                4904,  1, 1, 2
                4906,  1, 1, 2
                4908,  1, 1, 2
                4910,  1, 1, 2
                4912,  1, 1, 2
                4914,  1, 1, 2
                4916,  1, 1, 2
                4918,  1, 1, 2
                4920,  1, 1, 2
                4922,  1, 1, 2
                4924,  1, 1, 2
                4926,  1, 1, 2
                4928,  1, 1, 2
                4930,  1, 1, 2
                4932,  1, 1, 2
                4934,  1, 1, 2
                4936,  1, 1, 2
                4938,  1, 1, 2
                4940,  1, 1, 2
                4942,  1, 1, 2
                4944,  1, 1, 2
                4946,  1, 1, 2
                4948,  1, 1, 2
                4950,  1, 1, 2
                4952,  1, 1, 2
                4954,  1, 1, 2
                4956,  1, 1, 2
                4958,  1, 1, 2
                4960,  1, 1, 2
                4962,  1, 1, 2
                4964,  1, 1, 2
                4966,  1, 1, 2
                4968,  1, 1, 2
                4970,  1, 1, 2
                4972,  1, 1, 2
                4974,  1, 1, 2
                4976,  1, 1, 2
                4978,  1, 1, 2
                4980,  1, 1, 2
                4982,  1, 1, 2
                4984,  1, 1, 2
                4986,  1, 1, 2
                4988,  1, 1, 2
                4990,  1, 1, 2
                4992,  1, 1, 2
                4994,  1, 1, 2
                4996,  1, 1, 2
                4998,  1, 1, 2
                5000,  1, 1,15
                5002,  1, 1,15
                5004,  1, 1,15
                5006,  1, 1,15
                5008,  1, 1,15
                5010,  1, 1, 2
                5012,  1, 1, 2
                5014,  1, 1, 2
                5016,  1, 1, 2
                5018,  1, 1, 2
                5020,  1, 1, 0
                5022,  1, 1, 0
                5024,  1, 1, 0
                5026,  1, 1, 0
                5028,  1, 1, 0
                5030,  1, 1, 2
                5032,  1, 1, 2
                5034,  1, 1, 2
                5036,  1, 1, 2
                5038,  1, 1, 2
                5040,  1, 1,15
                5042,  1, 1,15
                5044,  1, 1,15
                5046,  1, 1,15
                5048,  1, 1,15
                5050,  1, 1, 2
                5052,  1, 1, 2
                5054,  1, 1, 2
                5056,  1, 1, 2
                5058,  1, 1, 2
                5060,  1, 1, 0
                5062,  1, 1, 0
                5064,  1, 1, 0
                5066,  1, 1, 0
                5068,  1, 1, 0
                5070,  1, 1, 4
                5072,  1, 1, 4
                5074,  1, 1, 4
                5076,  1, 1, 4
                5078,  1, 1, 4
                5080,  1, 1, 4
                5082,  1, 1, 4
                5084,  1, 1, 4
                5086,  1, 1, 4
                5088,  1, 1, 4
                5090,  1, 1, 2
                5092,  1, 1, 2
                5094,  1, 1, 2
                5096,  1, 1, 2
                5098,  1, 1, 2
                5100,  1, 1, 2
                5102,  1, 1, 2
                5104,  1, 1, 2
                5106,  1, 1, 2
                5108,  1, 1, 2
                5110,  1, 1, 0
                5112,  1, 1, 0
                5114,  1, 1, 0
                5116,  1, 1, 0
                5118,  1, 1, 0
                5120,  1, 1, 2
                5122,  1, 1, 2
                5124,  1, 1, 2
                5126,  1, 1, 2
                5128,  1, 1, 2
                5130,  1, 1, 2
                5132,  1, 1, 2
                5134,  1, 1, 2
                5136,  1, 1, 2
