time, A, B, S
                   6, 0001,0001,1111
                   8, 0001,0001,1111
                  10, 0001,0001,0000
                  12, 0001,0001,0000
                  14, 0001,0001,0000
                  16, 0001,0001,0000
                  18, 0001,0001,0000
                  20, 0001,0001,0000
                  22, 0001,0001,0000
                  24, 0001,0001,0000
                  26, 0001,0001,0000
                  28, 0001,0001,0000
                  30, 0001,0001,0010
                  32, 0001,0001,0010
                  34, 0001,0001,0010
                  36, 0001,0001,0010
                  38, 0001,0001,0010
                  40, 0001,0001,0010
                  42, 0001,0001,0010
                  44, 0001,0001,0010
                  46, 0001,0001,0010
                  48, 0001,0001,0010
                  50, 0001,0001,0010
                  52, 0001,0001,0010
                  54, 0001,0001,0010
                  56, 0001,0001,0010
                  58, 0001,0001,0010
                  60, 0001,0001,0010
                  62, 0001,0001,0010
                  64, 0001,0001,0010
                  66, 0001,0001,0010
                  68, 0001,0001,0010
                  70, 0001,0001,0010
                  72, 0001,0001,0010
                  74, 0001,0001,0010
                  76, 0001,0001,0010
                  78, 0001,0001,0010
                  80, 0001,0001,0010
                  82, 0001,0001,0010
                  84, 0001,0001,0010
                  86, 0001,0001,0010
                  88, 0001,0001,0010
                  90, 0001,0001,0010
                  92, 0001,0001,0010
                  94, 0001,0001,0010
                  96, 0001,0001,0010
                  98, 0001,0001,0010
                 100, 0001,0001,0010
                 102, 0001,0001,0010
                 104, 0001,0001,0010
                 106, 0001,0001,0010
                 108, 0001,0001,0010
                 110, 0001,0001,0010
                 112, 0001,0001,0010
                 114, 0001,0001,0010
                 116, 0001,0001,0010
                 118, 0001,0001,0010
                 120, 0001,0001,0010
                 122, 0001,0001,0010
                 124, 0001,0001,0010
                 126, 0001,0001,0010
                 128, 0001,0001,0010
                 130, 0001,0001,0010
                 132, 0001,0001,0010
                 134, 0001,0001,0010
                 136, 0001,0001,0010
                 138, 0001,0001,0010
                 140, 0001,0001,0010
                 142, 0001,0001,0010
                 144, 0001,0001,0010
                 146, 0001,0001,0010
                 148, 0001,0001,0010
                 150, 0001,0001,1111
                 152, 0001,0001,1111
                 154, 0001,0001,1111
                 156, 0001,0001,1111
                 158, 0001,0001,1111
                 160, 0001,0001,0010
                 162, 0001,0001,0010
                 164, 0001,0001,0010
                 166, 0001,0001,0010
                 168, 0001,0001,0010
                 170, 0001,0001,0010
                 172, 0001,0001,0010
                 174, 0001,0001,0010
                 176, 0001,0001,0010
                 178, 0001,0001,0010
                 180, 0001,0001,0010
                 182, 0001,0001,0010
                 184, 0001,0001,0010
                 186, 0001,0001,0010
                 188, 0001,0001,0010
                 190, 0001,0001,0010
                 192, 0001,0001,0010
                 194, 0001,0001,0010
                 196, 0001,0001,0010
                 198, 0001,0001,0010
                 200, 0001,0001,0010
                 202, 0001,0001,0010
                 204, 0001,0001,0010
                 206, 0001,0001,0010
                 208, 0001,0001,0010
                 210, 0001,0001,0010
                 212, 0001,0001,0010
                 214, 0001,0001,0010
                 216, 0001,0001,0010
                 218, 0001,0001,0010
                 220, 0001,0001,0010
                 222, 0001,0001,0010
                 224, 0001,0001,0010
                 226, 0001,0001,0010
                 228, 0001,0001,0010
                 230, 0001,0001,1111
                 232, 0001,0001,1111
                 234, 0001,0001,1111
                 236, 0001,0001,1111
                 238, 0001,0001,1111
                 240, 0001,0001,0001
                 242, 0001,0001,0001
                 244, 0001,0001,0001
                 246, 0001,0001,0001
                 248, 0001,0001,0001
                 250, 0001,0001,0010
                 252, 0001,0001,0010
                 254, 0001,0001,0010
                 256, 0001,0001,0010
                 258, 0001,0001,0010
                 260, 0001,0001,0010
                 262, 0001,0001,0010
                 264, 0001,0001,0010
                 266, 0001,0001,0010
                 268, 0001,0001,0010
                 270, 0001,0001,0000
                 272, 0001,0001,0000
                 274, 0001,0001,0000
                 276, 0001,0001,0000
                 278, 0001,0001,0000
                 280, 0001,0001,1101
                 282, 0001,0001,1101
                 284, 0001,0001,1101
                 286, 0001,0001,1101
                 288, 0001,0001,1101
                 290, 0001,0001,0001
                 292, 0001,0001,0001
                 294, 0001,0001,0001
                 296, 0001,0001,0001
                 298, 0001,0001,0001
                 300, 0001,0001,0001
                 302, 0001,0001,0001
                 304, 0001,0001,0001
                 306, 0001,0001,0001
                 308, 0001,0001,0001
                 310, 0001,0001,1111
                 312, 0001,0001,1111
                 314, 0001,0001,1111
                 316, 0001,0001,1111
                 318, 0001,0001,1111
                 320, 0001,0001,0001
                 322, 0001,0001,0001
                 324, 0001,0001,0001
                 326, 0001,0001,0001
                 328, 0001,0001,0001
                 330, 0001,0001,0010
                 332, 0001,0001,0010
                 334, 0001,0001,0010
                 336, 0001,0001,0010
                 338, 0001,0001,0010
                 340, 0001,0001,0010
                 342, 0001,0001,0010
                 344, 0001,0001,0010
                 346, 0001,0001,0010
                 348, 0001,0001,0010
                 350, 0001,0001,0010
                 352, 0001,0001,0010
                 354, 0001,0001,0010
                 356, 0001,0001,0010
                 358, 0001,0001,0010
                 360, 0001,0001,0010
                 362, 0001,0001,0010
                 364, 0001,0001,0010
                 366, 0001,0001,0010
                 368, 0001,0001,0010
                 370, 0001,0001,0010
                 372, 0001,0001,0010
                 374, 0001,0001,0010
                 376, 0001,0001,0010
                 378, 0001,0001,0010
                 380, 0001,0001,0010
                 382, 0001,0001,0010
                 384, 0001,0001,0010
                 386, 0001,0001,0010
                 388, 0001,0001,0010
                 390, 0001,0001,0010
                 392, 0001,0001,0010
                 394, 0001,0001,0010
                 396, 0001,0001,0010
                 398, 0001,0001,0010
                 400, 0001,0001,0010
                 402, 0001,0001,0010
                 404, 0001,0001,0010
                 406, 0001,0001,0010
                 408, 0001,0001,0010
                 410, 0001,0001,0010
                 412, 0001,0001,0010
                 414, 0001,0001,0010
                 416, 0001,0001,0010
                 418, 0001,0001,0010
                 420, 0001,0001,0010
                 422, 0001,0001,0010
                 424, 0001,0001,0010
                 426, 0001,0001,0010
                 428, 0001,0001,0010
                 430, 0001,0001,0010
                 432, 0001,0001,0010
                 434, 0001,0001,0010
                 436, 0001,0001,0010
                 438, 0001,0001,0010
                 440, 0001,0001,0000
                 442, 0001,0001,0000
                 444, 0001,0001,0000
                 446, 0001,0001,0000
                 448, 0001,0001,0000
                 450, 0001,0001,0010
                 452, 0001,0001,0010
                 454, 0001,0001,0010
                 456, 0001,0001,0010
                 458, 0001,0001,0010
                 460, 0001,0001,0010
                 462, 0001,0001,0010
                 464, 0001,0001,0010
                 466, 0001,0001,0010
                 468, 0001,0001,0010
                 470, 0001,0001,1111
                 472, 0001,0001,1111
                 474, 0001,0001,1111
                 476, 0001,0001,1111
                 478, 0001,0001,1111
                 480, 0001,0001,0001
                 482, 0001,0001,0001
                 484, 0001,0001,0001
                 486, 0001,0001,0001
                 488, 0001,0001,0001
                 490, 0001,0001,0001
                 492, 0001,0001,0001
                 494, 0001,0001,0001
                 496, 0001,0001,0001
                 498, 0001,0001,0001
                 500, 0001,0001,0010
                 502, 0001,0001,0010
                 504, 0001,0001,0010
                 506, 0001,0001,0010
                 508, 0001,0001,0010
                 510, 0001,0001,0010
                 512, 0001,0001,0010
                 514, 0001,0001,0010
                 516, 0001,0001,0010
                 518, 0001,0001,0010
                 520, 0001,0001,0010
                 522, 0001,0001,0010
                 524, 0001,0001,0010
                 526, 0001,0001,0010
                 528, 0001,0001,0010
                 530, 0001,0001,0010
                 532, 0001,0001,0010
                 534, 0001,0001,0010
                 536, 0001,0001,0010
                 538, 0001,0001,0010
                 540, 0001,0001,0010
                 542, 0001,0001,0010
                 544, 0001,0001,0010
                 546, 0001,0001,0010
                 548, 0001,0001,0010
                 550, 0001,0001,0010
                 552, 0001,0001,0010
                 554, 0001,0001,0010
                 556, 0001,0001,0010
                 558, 0001,0001,0010
                 560, 0001,0001,0010
                 562, 0001,0001,0010
                 564, 0001,0001,0010
                 566, 0001,0001,0010
                 568, 0001,0001,0010
                 570, 0001,0001,0010
                 572, 0001,0001,0010
                 574, 0001,0001,0010
                 576, 0001,0001,0010
                 578, 0001,0001,0010
                 580, 0001,0001,0010
                 582, 0001,0001,0010
                 584, 0001,0001,0010
                 586, 0001,0001,0010
                 588, 0001,0001,0010
                 590, 0001,0001,0010
                 592, 0001,0001,0010
                 594, 0001,0001,0010
                 596, 0001,0001,0010
                 598, 0001,0001,0010
                 600, 0001,0001,0010
                 602, 0001,0001,0010
                 604, 0001,0001,0010
                 606, 0001,0001,0010
                 608, 0001,0001,0010
                 610, 0001,0001,0010
                 612, 0001,0001,0010
                 614, 0001,0001,0010
                 616, 0001,0001,0010
                 618, 0001,0001,0010
                 620, 0001,0001,0000
                 622, 0001,0001,0000
                 624, 0001,0001,0000
                 626, 0001,0001,0000
                 628, 0001,0001,0000
                 630, 0001,0001,0000
                 632, 0001,0001,0000
                 634, 0001,0001,0000
                 636, 0001,0001,0000
                 638, 0001,0001,0000
                 640, 0001,0001,1000
                 642, 0001,0001,1000
                 644, 0001,0001,1000
                 646, 0001,0001,1000
                 648, 0001,0001,1000
                 650, 0001,0001,0010
                 652, 0001,0001,0010
                 654, 0001,0001,0010
                 656, 0001,0001,0010
                 658, 0001,0001,0010
                 660, 0001,0001,0010
                 662, 0001,0001,0010
                 664, 0001,0001,0010
                 666, 0001,0001,0010
                 668, 0001,0001,0010
                 670, 0001,0001,0010
                 672, 0001,0001,0010
                 674, 0001,0001,0010
                 676, 0001,0001,0010
                 678, 0001,0001,0010
                 680, 0001,0001,0010
                 682, 0001,0001,0010
                 684, 0001,0001,0010
                 686, 0001,0001,0010
                 688, 0001,0001,0010
                 690, 0001,0001,1111
                 692, 0001,0001,1111
                 694, 0001,0001,1111
                 696, 0001,0001,1111
                 698, 0001,0001,1111
                 700, 0001,0001,0001
                 702, 0001,0001,0001
                 704, 0001,0001,0001
                 706, 0001,0001,0001
                 708, 0001,0001,0001
                 710, 0001,0001,0001
                 712, 0001,0001,0001
                 714, 0001,0001,0001
                 716, 0001,0001,0001
                 718, 0001,0001,0001
                 720, 0001,0001,0000
                 722, 0001,0001,0000
                 724, 0001,0001,0000
                 726, 0001,0001,0000
                 728, 0001,0001,0000
                 730, 0001,0001,0100
                 732, 0001,0001,0100
                 734, 0001,0001,0100
                 736, 0001,0001,0100
                 738, 0001,0001,0100
                 740, 0001,0001,0100
                 742, 0001,0001,0100
                 744, 0001,0001,0100
                 746, 0001,0001,0100
                 748, 0001,0001,0100
                 750, 0001,0001,0010
                 752, 0001,0001,0010
                 754, 0001,0001,0010
                 756, 0001,0001,0010
                 758, 0001,0001,0010
                 760, 0001,0001,0010
                 762, 0001,0001,0010
                 764, 0001,0001,0010
                 766, 0001,0001,0010
                 768, 0001,0001,0010
                 770, 0001,0001,1111
                 772, 0001,0001,1111
                 774, 0001,0001,1111
                 776, 0001,0001,1111
                 778, 0001,0001,1111
                 780, 0001,0001,1111
                 782, 0001,0001,1111
                 784, 0001,0001,1111
                 786, 0001,0001,1111
                 788, 0001,0001,1111
                 790, 0001,0001,0010
                 792, 0001,0001,0010
                 794, 0001,0001,0010
                 796, 0001,0001,0010
                 798, 0001,0001,0010
                 800, 0001,0001,0010
                 802, 0001,0001,0010
                 804, 0001,0001,0010
                 806, 0001,0001,0010
                 808, 0001,0001,0010
                 810, 0001,0001,0000
                 812, 0001,0001,0000
                 814, 0001,0001,0000
                 816, 0001,0001,0000
                 818, 0001,0001,0000
                 820, 0001,0001,0010
                 822, 0001,0001,0010
                 824, 0001,0001,0010
                 826, 0001,0001,0010
                 828, 0001,0001,0010
                 830, 0001,0001,0010
                 832, 0001,0001,0010
                 834, 0001,0001,0010
                 836, 0001,0001,0010
                 838, 0001,0001,0010
                 840, 0001,0001,0010
                 842, 0001,0001,0010
                 844, 0001,0001,0010
                 846, 0001,0001,0010
                 848, 0001,0001,0010
                 850, 0001,0001,0010
                 852, 0001,0001,0010
                 854, 0001,0001,0010
                 856, 0001,0001,0010
                 858, 0001,0001,0010
                 860, 0001,0001,0010
                 862, 0001,0001,0010
                 864, 0001,0001,0010
                 866, 0001,0001,0010
                 868, 0001,0001,0010
                 870, 0001,0001,0010
                 872, 0001,0001,0010
                 874, 0001,0001,0010
                 876, 0001,0001,0010
                 878, 0001,0001,0010
                 880, 0001,0001,0010
                 882, 0001,0001,0010
                 884, 0001,0001,0010
                 886, 0001,0001,0010
                 888, 0001,0001,0010
                 890, 0001,0001,0000
                 892, 0001,0001,0000
                 894, 0001,0001,0000
                 896, 0001,0001,0000
                 898, 0001,0001,0000
                 900, 0001,0001,0010
                 902, 0001,0001,0010
                 904, 0001,0001,0010
                 906, 0001,0001,0010
                 908, 0001,0001,0010
                 910, 0001,0001,0000
                 912, 0001,0001,0000
                 914, 0001,0001,0000
                 916, 0001,0001,0000
                 918, 0001,0001,0000
                 920, 0001,0001,0100
                 922, 0001,0001,0100
                 924, 0001,0001,0100
                 926, 0001,0001,0100
                 928, 0001,0001,0100
                 930, 0001,0001,0100
                 932, 0001,0001,0100
                 934, 0001,0001,0100
                 936, 0001,0001,0100
                 938, 0001,0001,0100
                 940, 0001,0001,0000
                 942, 0001,0001,0000
                 944, 0001,0001,0000
                 946, 0001,0001,0000
                 948, 0001,0001,0000
                 950, 0001,0001,0010
                 952, 0001,0001,0010
                 954, 0001,0001,0010
                 956, 0001,0001,0010
                 958, 0001,0001,0010
                 960, 0001,0001,0010
                 962, 0001,0001,0010
                 964, 0001,0001,0010
                 966, 0001,0001,0010
                 968, 0001,0001,0010
                 970, 0001,0001,0010
                 972, 0001,0001,0010
                 974, 0001,0001,0010
                 976, 0001,0001,0010
                 978, 0001,0001,0010
                 980, 0001,0001,0010
                 982, 0001,0001,0010
                 984, 0001,0001,0010
                 986, 0001,0001,0010
                 988, 0001,0001,0010
                 990, 0001,0001,0010
                 992, 0001,0001,0010
                 994, 0001,0001,0010
                 996, 0001,0001,0010
                 998, 0001,0001,0010
                1000, 0001,0001,0010
                1002, 0001,0001,0010
                1004, 0001,0001,0010
                1006, 0001,0001,0010
                1008, 0001,0001,0010
                1010, 0001,0001,0010
                1012, 0001,0001,0010
                1014, 0001,0001,0010
                1016, 0001,0001,0010
                1018, 0001,0001,0010
                1020, 0001,0001,0000
                1022, 0001,0001,0000
                1024, 0001,0001,0000
                1026, 0001,0001,0000
                1028, 0001,0001,0000
                1030, 0001,0001,0100
                1032, 0001,0001,0100
                1034, 0001,0001,0100
                1036, 0001,0001,0100
                1038, 0001,0001,0100
                1040, 0001,0001,0100
                1042, 0001,0001,0100
                1044, 0001,0001,0100
                1046, 0001,0001,0100
                1048, 0001,0001,0100
                1050, 0001,0001,0100
                1052, 0001,0001,0100
                1054, 0001,0001,0100
                1056, 0001,0001,0100
                1058, 0001,0001,0100
                1060, 0001,0001,0000
                1062, 0001,0001,0000
                1064, 0001,0001,0000
                1066, 0001,0001,0000
                1068, 0001,0001,0000
                1070, 0001,0001,0010
                1072, 0001,0001,0010
                1074, 0001,0001,0010
                1076, 0001,0001,0010
                1078, 0001,0001,0010
                1080, 0001,0001,0010
                1082, 0001,0001,0010
                1084, 0001,0001,0010
                1086, 0001,0001,0010
                1088, 0001,0001,0010
                1090, 0001,0001,0010
                1092, 0001,0001,0010
                1094, 0001,0001,0010
                1096, 0001,0001,0010
                1098, 0001,0001,0010
                1100, 0001,0001,0010
                1102, 0001,0001,0010
                1104, 0001,0001,0010
                1106, 0001,0001,0010
                1108, 0001,0001,0010
                1110, 0001,0001,0010
                1112, 0001,0001,0010
                1114, 0001,0001,0010
                1116, 0001,0001,0010
                1118, 0001,0001,0010
                1120, 0001,0001,0010
                1122, 0001,0001,0010
                1124, 0001,0001,0010
                1126, 0001,0001,0010
                1128, 0001,0001,0010
                1130, 0001,0001,1111
                1132, 0001,0001,1111
                1134, 0001,0001,1111
                1136, 0001,0001,1111
                1138, 0001,0001,1111
                1140, 0001,0001,0001
                1142, 0001,0001,0001
                1144, 0001,0001,0001
                1146, 0001,0001,0001
                1148, 0001,0001,0001
                1150, 0001,0001,0001
                1152, 0001,0001,0001
                1154, 0001,0001,0001
                1156, 0001,0001,0001
                1158, 0001,0001,0001
                1160, 0001,0001,0010
                1162, 0001,0001,0010
                1164, 0001,0001,0010
                1166, 0001,0001,0010
                1168, 0001,0001,0010
                1170, 0001,0001,0010
                1172, 0001,0001,0010
                1174, 0001,0001,0010
                1176, 0001,0001,0010
                1178, 0001,0001,0010
                1180, 0001,0001,0010
                1182, 0001,0001,0010
                1184, 0001,0001,0010
                1186, 0001,0001,0010
                1188, 0001,0001,0010
                1190, 0001,0001,0000
                1192, 0001,0001,0000
                1194, 0001,0001,0000
                1196, 0001,0001,0000
                1198, 0001,0001,0000
                1200, 0001,0001,0100
                1202, 0001,0001,0100
                1204, 0001,0001,0100
                1206, 0001,0001,0100
                1208, 0001,0001,0100
                1210, 0001,0001,1101
                1212, 0001,0001,1101
                1214, 0001,0001,1101
                1216, 0001,0001,1101
                1218, 0001,0001,1101
                1220, 0001,0001,0001
                1222, 0001,0001,0001
                1224, 0001,0001,0001
                1226, 0001,0001,0001
                1228, 0001,0001,0001
                1230, 0001,0001,1111
                1232, 0001,0001,1111
                1234, 0001,0001,1111
                1236, 0001,0001,1111
                1238, 0001,0001,1111
                1240, 0001,0001,0001
                1242, 0001,0001,0001
                1244, 0001,0001,0001
                1246, 0001,0001,0001
                1248, 0001,0001,0001
                1250, 0001,0001,0001
                1252, 0001,0001,0001
                1254, 0001,0001,0001
                1256, 0001,0001,0001
                1258, 0001,0001,0001
                1260, 0001,0001,0001
                1262, 0001,0001,0001
                1264, 0001,0001,0001
                1266, 0001,0001,0001
                1268, 0001,0001,0001
                1270, 0001,0001,0001
                1272, 0001,0001,0001
                1274, 0001,0001,0001
                1276, 0001,0001,0001
                1278, 0001,0001,0001
                1280, 0001,0001,1111
                1282, 0001,0001,1111
                1284, 0001,0001,1111
                1286, 0001,0001,1111
                1288, 0001,0001,1111
                1290, 0001,0001,0010
                1292, 0001,0001,0010
                1294, 0001,0001,0010
                1296, 0001,0001,0010
                1298, 0001,0001,0010
                1300, 0001,0001,0010
                1302, 0001,0001,0010
                1304, 0001,0001,0010
                1306, 0001,0001,0010
                1308, 0001,0001,0010
                1310, 0001,0001,0010
                1312, 0001,0001,0010
                1314, 0001,0001,0010
                1316, 0001,0001,0010
                1318, 0001,0001,0010
                1320, 0001,0001,0010
                1322, 0001,0001,0010
                1324, 0001,0001,0010
                1326, 0001,0001,0010
                1328, 0001,0001,0010
                1330, 0001,0001,0010
                1332, 0001,0001,0010
                1334, 0001,0001,0010
                1336, 0001,0001,0010
                1338, 0001,0001,0010
                1340, 0001,0001,0000
                1342, 0001,0001,0000
                1344, 0001,0001,0000
                1346, 0001,0001,0000
                1348, 0001,0001,0000
                1350, 0001,0001,0100
                1352, 0001,0001,0100
                1354, 0001,0001,0100
                1356, 0001,0001,0100
                1358, 0001,0001,0100
                1360, 0001,0001,0010
                1362, 0001,0001,0010
                1364, 0001,0001,0010
                1366, 0001,0001,0010
                1368, 0001,0001,0010
                1370, 0001,0001,0010
                1372, 0001,0001,0010
                1374, 0001,0001,0010
                1376, 0001,0001,0010
                1378, 0001,0001,0010
                1380, 0001,0001,0010
                1382, 0001,0001,0010
                1384, 0001,0001,0010
                1386, 0001,0001,0010
                1388, 0001,0001,0010
                1390, 0001,0001,0000
                1392, 0001,0001,0000
                1394, 0001,0001,0000
                1396, 0001,0001,0000
                1398, 0001,0001,0000
                1400, 0001,0001,0010
                1402, 0001,0001,0010
                1404, 0001,0001,0010
                1406, 0001,0001,0010
                1408, 0001,0001,0010
                1410, 0001,0001,0010
                1412, 0001,0001,0010
                1414, 0001,0001,0010
                1416, 0001,0001,0010
                1418, 0001,0001,0010
                1420, 0001,0001,0010
                1422, 0001,0001,0010
                1424, 0001,0001,0010
                1426, 0001,0001,0010
                1428, 0001,0001,0010
                1430, 0001,0001,0010
                1432, 0001,0001,0010
                1434, 0001,0001,0010
                1436, 0001,0001,0010
                1438, 0001,0001,0010
                1440, 0001,0001,0010
                1442, 0001,0001,0010
                1444, 0001,0001,0010
                1446, 0001,0001,0010
                1448, 0001,0001,0010
                1450, 0001,0001,0000
                1452, 0001,0001,0000
                1454, 0001,0001,0000
                1456, 0001,0001,0000
                1458, 0001,0001,0000
                1460, 0001,0001,0010
                1462, 0001,0001,0010
                1464, 0001,0001,0010
                1466, 0001,0001,0010
                1468, 0001,0001,0010
                1470, 0001,0001,0010
                1472, 0001,0001,0010
                1474, 0001,0001,0010
                1476, 0001,0001,0010
                1478, 0001,0001,0010
                1480, 0001,0001,0010
                1482, 0001,0001,0010
                1484, 0001,0001,0010
                1486, 0001,0001,0010
                1488, 0001,0001,0010
                1490, 0001,0001,1111
                1492, 0001,0001,1111
                1494, 0001,0001,1111
                1496, 0001,0001,1111
                1498, 0001,0001,1111
                1500, 0001,0001,0010
                1502, 0001,0001,0010
                1504, 0001,0001,0010
                1506, 0001,0001,0010
                1508, 0001,0001,0010
                1510, 0001,0001,0010
                1512, 0001,0001,0010
                1514, 0001,0001,0010
                1516, 0001,0001,0010
                1518, 0001,0001,0010
                1520, 0001,0001,0010
                1522, 0001,0001,0010
                1524, 0001,0001,0010
                1526, 0001,0001,0010
                1528, 0001,0001,0010
                1530, 0001,0001,0010
                1532, 0001,0001,0010
                1534, 0001,0001,0010
                1536, 0001,0001,0010
                1538, 0001,0001,0010
                1540, 0001,0001,0000
                1542, 0001,0001,0000
                1544, 0001,0001,0000
                1546, 0001,0001,0000
                1548, 0001,0001,0000
                1550, 0001,0001,0100
                1552, 0001,0001,0100
                1554, 0001,0001,0100
                1556, 0001,0001,0100
                1558, 0001,0001,0100
                1560, 0001,0001,0010
                1562, 0001,0001,0010
                1564, 0001,0001,0010
                1566, 0001,0001,0010
                1568, 0001,0001,0010
                1570, 0001,0001,0010
                1572, 0001,0001,0010
                1574, 0001,0001,0010
                1576, 0001,0001,0010
                1578, 0001,0001,0010
                1580, 0001,0001,0000
                1582, 0001,0001,0000
                1584, 0001,0001,0000
                1586, 0001,0001,0000
                1588, 0001,0001,0000
                1590, 0001,0001,0100
                1592, 0001,0001,0100
                1594, 0001,0001,0100
                1596, 0001,0001,0100
                1598, 0001,0001,0100
                1600, 0001,0001,0000
                1602, 0001,0001,0000
                1604, 0001,0001,0000
                1606, 0001,0001,0000
                1608, 0001,0001,0000
                1610, 0001,0001,1101
                1612, 0001,0001,1101
                1614, 0001,0001,1101
                1616, 0001,0001,1101
                1618, 0001,0001,1101
                1620, 0001,0001,0100
                1622, 0001,0001,0100
                1624, 0001,0001,0100
                1626, 0001,0001,0100
                1628, 0001,0001,0100
                1630, 0001,0001,0010
                1632, 0001,0001,0010
                1634, 0001,0001,0010
                1636, 0001,0001,0010
                1638, 0001,0001,0010
                1640, 0001,0001,0010
                1642, 0001,0001,0010
                1644, 0001,0001,0010
                1646, 0001,0001,0010
                1648, 0001,0001,0010
                1650, 0001,0001,0010
                1652, 0001,0001,0010
                1654, 0001,0001,0010
                1656, 0001,0001,0010
                1658, 0001,0001,0010
                1660, 0001,0001,0010
                1662, 0001,0001,0010
                1664, 0001,0001,0010
                1666, 0001,0001,0010
                1668, 0001,0001,0010
                1670, 0001,0001,0010
                1672, 0001,0001,0010
                1674, 0001,0001,0010
                1676, 0001,0001,0010
                1678, 0001,0001,0010
                1680, 0001,0001,0010
                1682, 0001,0001,0010
                1684, 0001,0001,0010
                1686, 0001,0001,0010
                1688, 0001,0001,0010
                1690, 0001,0001,0010
                1692, 0001,0001,0010
                1694, 0001,0001,0010
                1696, 0001,0001,0010
                1698, 0001,0001,0010
                1700, 0001,0001,0000
                1702, 0001,0001,0000
                1704, 0001,0001,0000
                1706, 0001,0001,0000
                1708, 0001,0001,0000
                1710, 0001,0001,0010
                1712, 0001,0001,0010
                1714, 0001,0001,0010
                1716, 0001,0001,0010
                1718, 0001,0001,0010
                1720, 0001,0001,0010
                1722, 0001,0001,0010
                1724, 0001,0001,0010
                1726, 0001,0001,0010
                1728, 0001,0001,0010
                1730, 0001,0001,0000
                1732, 0001,0001,0000
                1734, 0001,0001,0000
                1736, 0001,0001,0000
                1738, 0001,0001,0000
                1740, 0001,0001,0100
                1742, 0001,0001,0100
                1744, 0001,0001,0100
                1746, 0001,0001,0100
                1748, 0001,0001,0100
                1750, 0001,0001,0010
                1752, 0001,0001,0010
                1754, 0001,0001,0010
                1756, 0001,0001,0010
                1758, 0001,0001,0010
                1760, 0001,0001,0010
                1762, 0001,0001,0010
                1764, 0001,0001,0010
                1766, 0001,0001,0010
                1768, 0001,0001,0010
                1770, 0001,0001,0010
                1772, 0001,0001,0010
                1774, 0001,0001,0010
                1776, 0001,0001,0010
                1778, 0001,0001,0010
                1780, 0001,0001,0010
                1782, 0001,0001,0010
                1784, 0001,0001,0010
                1786, 0001,0001,0010
                1788, 0001,0001,0010
                1790, 0001,0001,0010
                1792, 0001,0001,0010
                1794, 0001,0001,0010
                1796, 0001,0001,0010
                1798, 0001,0001,0010
                1800, 0001,0001,0010
                1802, 0001,0001,0010
                1804, 0001,0001,0010
                1806, 0001,0001,0010
                1808, 0001,0001,0010
                1810, 0001,0001,1111
                1812, 0001,0001,1111
                1814, 0001,0001,1111
                1816, 0001,0001,1111
                1818, 0001,0001,1111
                1820, 0001,0001,0001
                1822, 0001,0001,0001
                1824, 0001,0001,0001
                1826, 0001,0001,0001
                1828, 0001,0001,0001
                1830, 0001,0001,0010
                1832, 0001,0001,0010
                1834, 0001,0001,0010
                1836, 0001,0001,0010
                1838, 0001,0001,0010
                1840, 0001,0001,0010
                1842, 0001,0001,0010
                1844, 0001,0001,0010
                1846, 0001,0001,0010
                1848, 0001,0001,0010
                1850, 0001,0001,1111
                1852, 0001,0001,1111
                1854, 0001,0001,1111
                1856, 0001,0001,1111
                1858, 0001,0001,1111
                1860, 0001,0001,0010
                1862, 0001,0001,0010
                1864, 0001,0001,0010
                1866, 0001,0001,0010
                1868, 0001,0001,0010
                1870, 0001,0001,0010
                1872, 0001,0001,0010
                1874, 0001,0001,0010
                1876, 0001,0001,0010
                1878, 0001,0001,0010
                1880, 0001,0001,0010
                1882, 0001,0001,0010
                1884, 0001,0001,0010
                1886, 0001,0001,0010
                1888, 0001,0001,0010
                1890, 0001,0001,0010
                1892, 0001,0001,0010
                1894, 0001,0001,0010
                1896, 0001,0001,0010
                1898, 0001,0001,0010
                1900, 0001,0001,0010
                1902, 0001,0001,0010
                1904, 0001,0001,0010
                1906, 0001,0001,0010
                1908, 0001,0001,0010
                1910, 0001,0001,0010
                1912, 0001,0001,0010
                1914, 0001,0001,0010
                1916, 0001,0001,0010
                1918, 0001,0001,0010
                1920, 0001,0001,1111
                1922, 0001,0001,1111
                1924, 0001,0001,1111
                1926, 0001,0001,1111
                1928, 0001,0001,1111
                1930, 0001,0001,0001
                1932, 0001,0001,0001
                1934, 0001,0001,0001
                1936, 0001,0001,0001
                1938, 0001,0001,0001
                1940, 0001,0001,0001
                1942, 0001,0001,0001
                1944, 0001,0001,0001
                1946, 0001,0001,0001
                1948, 0001,0001,0001
                1950, 0001,0001,0010
                1952, 0001,0001,0010
                1954, 0001,0001,0010
                1956, 0001,0001,0010
                1958, 0001,0001,0010
                1960, 0001,0001,0000
                1962, 0001,0001,0000
                1964, 0001,0001,0000
                1966, 0001,0001,0000
                1968, 0001,0001,0000
                1970, 0001,0001,1101
                1972, 0001,0001,1101
                1974, 0001,0001,1101
                1976, 0001,0001,1101
                1978, 0001,0001,1101
                1980, 0001,0001,0100
                1982, 0001,0001,0100
                1984, 0001,0001,0100
                1986, 0001,0001,0100
                1988, 0001,0001,0100
                1990, 0001,0001,0100
                1992, 0001,0001,0100
                1994, 0001,0001,0100
                1996, 0001,0001,0100
                1998, 0001,0001,0100
                2000, 0001,0001,0100
                2002, 0001,0001,0100
